scenario,method,seed,total_cost,service_level,scri_viol,VaR95,TVaR95
S2,"sS(s=5,S=20)",42,8301.565995691843,0.1695139257286607,3.66,2357.124989620167,2426.509104992665
S2,"sS(s=5,S=25)",42,8110.2969133768565,0.20558822259301424,3.32,2300.8472067046996,2369.874135842617
S2,"sS(s=5,S=30)",42,7939.768373355943,0.23802553513415411,3.3,2256.3182715290914,2328.885849541261
S2,"sS(s=5,S=35)",42,7763.990549129231,0.2713395564523467,3.16,2207.853662267069,2280.428620575425
S2,"sS(s=5,S=40)",42,7598.539322319007,0.3028178201392706,3.08,2166.826338400805,2241.723923014102
S2,"sS(s=5,S=45)",42,7472.593625612655,0.32786649540173146,3.1,2139.7132202987837,2215.2929614779046
S2,"sS(s=5,S=50)",42,7338.737330539218,0.35367061471298766,3.02,2114.26406717264,2192.4111537887175
S2,"sS(s=5,S=55)",42,7221.422203917423,0.37651427527972453,3.02,2090.895053895211,2169.22126917576
S2,"sS(s=5,S=60)",42,7105.031186908862,0.4000522066939215,2.86,2067.668999818019,2148.239384401113
S2,"sS(s=5,S=65)",42,7036.179800772454,0.4169425060460014,2.8,2033.649604159154,2105.6038332725657
S2,"sS(s=5,S=70)",42,6952.497892827476,0.4341297117907684,2.74,2028.7346078411629,2104.6533039354945
S2,"sS(s=5,S=75)",42,6901.674493019512,0.44693609832023173,2.7,2020.454671457625,2097.2259997868305
S2,"sS(s=5,S=80)",42,6821.812849552412,0.4630223726474057,2.76,2003.6474313119718,2080.8914115589155
S2,"sS(s=5,S=85)",42,6763.099604924193,0.4773034832945903,2.72,2003.4597533724993,2085.292233607082
S2,"sS(s=5,S=90)",42,6703.834787899123,0.4909255132430541,2.72,1988.7418584649554,2068.8695644912136
S2,"sS(s=5,S=95)",42,6642.942592799976,0.5033619858757148,2.66,1999.607487858937,2084.2661617174713
S2,"sS(s=50,S=100)",42,6213.09736796428,0.5903989909104445,2.26,1896.7950989483209,1983.6889686346058
S2,"sS(s=50,S=55)",42,7064.446749171321,0.40636097438256663,2.72,2051.2418234127886,2131.255687305612
S2,"sS(s=50,S=60)",42,6912.726229613877,0.4362792886197419,2.62,2021.54116850291,2103.1874486336446
S2,"sS(s=50,S=65)",42,6777.621598197009,0.4637820721536652,2.56,1990.5413473979147,2071.267123515571
S2,"sS(s=50,S=70)",42,6664.259357897121,0.48751930999868365,2.46,1966.5238852299365,2048.716166451656
S2,"sS(s=50,S=75)",42,6569.025077238853,0.5081096539450831,2.54,1946.4482007947988,2028.8549997888317
S2,"sS(s=50,S=80)",42,6482.180946622817,0.5270753747691473,2.5,1929.4284388686103,2011.4579617059987
S2,"sS(s=50,S=85)",42,6404.467079931778,0.5450723248067277,2.5,1907.1582328176717,1986.5459527653466
S2,"sS(s=50,S=90)",42,6330.840928603923,0.5615310329890165,2.44,1897.0330185538294,1977.5412821462585
S2,"sS(s=50,S=95)",42,6264.156986396942,0.5773649231354951,2.38,1896.5571276441176,1980.7057620280589
S2,"sS(s=55,S=100)",42,6191.722367816019,0.5940562624206545,2.2,1891.6448047076626,1979.511968480606
S2,"sS(s=55,S=60)",42,6909.649064455593,0.43681087101608446,2.6,2019.7084961872379,2101.133358238199
S2,"sS(s=55,S=65)",42,6772.616532328812,0.4646698868341261,2.56,1987.728094703357,2068.084057647374
S2,"sS(s=55,S=70)",42,6660.559357897121,0.48830410722479917,2.46,1965.4718852299366,2047.4541664516562
S2,"sS(s=55,S=75)",42,6561.296077242081,0.5095646138075425,2.52,1943.1896007964422,2024.8939997900839
S2,"sS(s=55,S=80)",42,6471.551656771992,0.5289794368767591,2.46,1926.286406987322,2008.6836718541265
S2,"sS(s=55,S=85)",42,6391.530591745604,0.5474247665659723,2.5,1905.1896328188448,1985.3569527673017
S2,"sS(s=55,S=90)",42,6320.846001058824,0.5637986866541237,2.48,1891.233818554647,1970.5012821462587
S2,"sS(s=55,S=95)",42,6243.608466400982,0.5807409602998588,2.32,1883.4561196462064,1964.6180286974893
S2,"sS(s=60,S=100)",42,6170.886786115076,0.5974211939188219,2.16,1885.4830153747148,1972.2959684806058
S2,"sS(s=60,S=65)",42,6772.140532328811,0.46477894270278797,2.56,1987.672494703357,2068.216057647374
S2,"sS(s=60,S=70)",42,6656.301069808589,0.48911254439917,2.44,1962.010054759111,2043.3498783631244
S2,"sS(s=60,S=75)",42,6557.339770790719,0.5106282350940101,2.5,1943.5006007951838,2025.768999788293
S2,"sS(s=60,S=80)",42,6464.388342106889,0.5303684523424126,2.44,1920.9485982930648,2001.8256718566204
S2,"sS(s=60,S=85)",42,6389.474232523454,0.5479029802178046,2.48,1904.5862328208502,1983.9079527683714
S2,"sS(s=60,S=90)",42,6311.570774394878,0.5655572487894173,2.46,1888.9607759346795,1967.5732821497313
S2,"sS(s=60,S=95)",42,6232.126614917269,0.5829527341029143,2.3,1878.8568670306609,1959.162462928934
S2,"sS(s=65,S=100)",42,6158.184786115075,0.5997145940386729,2.16,1872.6736153744703,1955.5499684806057
S2,"sS(s=65,S=70)",42,6653.491084982628,0.4895905550211905,2.44,1959.6818311272589,2040.6618783631243
S2,"sS(s=65,S=75)",42,6553.697080924382,0.5113723907047948,2.48,1939.2199481000105,2020.4869339218867
S2,"sS(s=65,S=80)",42,6457.400350881849,0.5317603469070696,2.44,1917.7261982944974,1997.934671858411
S2,"sS(s=65,S=85)",42,6382.049899191445,0.5490139953650324,2.46,1898.8654861580033,1976.303152774946
S2,"sS(s=65,S=90)",42,6296.830939883086,0.5679707417162551,2.46,1882.0169759334974,1959.8672821472856
S2,"sS(s=65,S=95)",42,6222.977962743283,0.5846811280267257,2.3,1872.4126993891562,1950.3304009177548
S2,"sS(s=70,S=100)",42,6140.027786116241,0.6029239439557051,2.14,1863.1648153754036,1943.4629684817724
S2,"sS(s=70,S=75)",42,6550.829594448331,0.5118436440646825,2.46,1938.194148102064,2019.3529339218865
S2,"sS(s=70,S=80)",42,6454.035188239659,0.5324025173868907,2.42,1917.3843455986812,1997.676605988423
S2,"sS(s=70,S=85)",42,6374.960621582875,0.5502206949874664,2.46,1896.8035242532862,1974.7691527749462
S2,"sS(s=70,S=90)",42,6288.985939888196,0.5693743199923166,2.4,1877.6413759385673,1954.25828215508
S2,"sS(s=70,S=95)",42,6218.289018745567,0.585710378711602,2.3,1871.9614993918344,1950.1614009211025
S2,"sS(s=75,S=100)",42,6132.935656705874,0.6045131407558392,2.12,1858.3463118471095,1937.3808390714048
S2,"sS(s=75,S=80)",42,6452.277210351156,0.5328528962467661,2.4,1915.5517263880993,1995.4980711048481
S2,"sS(s=75,S=85)",42,6370.141895931039,0.551339242992354,2.48,1893.2189554298006,1970.2179417455889
S2,"sS(s=75,S=90)",42,6285.431606558289,0.5701845880292269,2.36,1876.4143092729769,1953.1129488230918
S2,"sS(s=75,S=95)",42,6206.219145841291,0.5878871387928797,2.22,1863.0478476286967,1939.858836217933
S2,"sS(s=80,S=100)",42,6132.248186120356,0.6049049711486435,2.08,1857.1607118481109,1935.7098390726567
S2,"sS(s=80,S=85)",42,6367.031828806435,0.5518964626969547,2.4,1892.4693554320538,1969.6789417474329
S2,"sS(s=80,S=90)",42,6281.959707358776,0.5707769484416232,2.34,1875.3326899133501,1951.8378829575042
S2,"sS(s=80,S=95)",42,6203.873145841291,0.5883903911890116,2.22,1862.8434476286968,1939.4988362179329
S2,"sS(s=85,S=100)",42,6127.265186123778,0.6059506506294582,2.06,1855.953111847509,1934.545839072657
S2,"sS(s=85,S=90)",42,6279.760518004297,0.5711707657532554,2.34,1873.830953799578,1950.0108829541562
S2,"sS(s=85,S=95)",42,6201.000079973094,0.5889714426192425,2.22,1861.905394934139,1938.1117703497357
S2,"sS(s=90,S=100)",42,6124.86017625764,0.6064182985853703,2.04,1854.2790591529513,1932.7167732044595
S2,"sS(s=90,S=95)",42,6200.070700528686,0.5892098209008846,2.22,1862.1683190452575,1938.619770349736
S3,myopic,42,4161.37,0.6557266385848544,0.76,1190.5558,1233.881
S3,"sS(s=0,S=10)",42,5498.476000000001,0.11588693387185359,1.86,1476.4188000000001,1502.34
S3,"sS(s=0,S=100)",42,4355.276000000001,0.5706615567897037,1.12,1216.266,1249.691
S3,"sS(s=0,S=15)",42,5348.061000000001,0.16394847913419283,1.44,1435.6004,1460.9840000000002
S3,"sS(s=0,S=20)",42,5204.0070000000005,0.2111931455209456,1.4,1398.9768000000001,1424.3590000000002
S3,"sS(s=0,S=25)",42,5069.327,0.25610801241817144,1.46,1365.3842000000002,1391.725
S3,"sS(s=0,S=30)",42,4947.808000000001,0.29687790543590065,1.42,1333.615,1360.3730000000003
S3,"sS(s=0,S=35)",42,4837.279,0.3343130610210149,1.4,1310.5808,1339.585
S3,"sS(s=0,S=40)",42,4743.013000000001,0.36808135562494665,1.38,1288.0068,1316.228
S3,"sS(s=0,S=45)",42,4659.464,0.39925552983456514,1.36,1274.6806000000001,1306.3000000000002
S3,"sS(s=0,S=50)",42,4593.923000000001,0.4231954886544061,1.32,1270.2032000000002,1305.384
S3,"sS(s=0,S=55)",42,4534.673000000001,0.44666648362945915,1.48,1252.8666,1284.78
S3,"sS(s=0,S=60)",42,4480.054,0.469339845385466,1.5,1238.6390000000001,1270.951
S3,"sS(s=0,S=65)",42,4433.788,0.489523150099173,1.38,1240.2160000000001,1277.037
S3,"sS(s=0,S=70)",42,4413.4710000000005,0.5065978566253211,1.32,1229.1922,1264.414
S3,"sS(s=0,S=75)",42,4387.782,0.5223995030366346,1.28,1224.9126,1259.5620000000001
S3,"sS(s=0,S=80)",42,4389.661,0.531111023347266,1.28,1228.0454,1261.411
S3,"sS(s=0,S=85)",42,4361.262,0.5451297127161777,1.12,1214.4936,1245.557
S3,"sS(s=0,S=90)",42,4350.109,0.5591563252107125,1.18,1200.1848,1229.672
S3,"sS(s=0,S=95)",42,4348.59,0.5691527913023269,1.16,1214.3816,1247.731
S3,"sS(s=10,S=100)",42,4302.485,0.5965791404791889,1.08,1199.9178,1232.935
S3,"sS(s=10,S=15)",42,5346.933000000001,0.1643105191757277,1.44,1435.39,1460.9840000000002
S3,"sS(s=10,S=20)",42,5201.559,0.21198812948667267,1.4,1398.3024000000003,1423.603
S3,"sS(s=10,S=25)",42,5063.231000000001,0.2579411810450118,1.42,1363.6586000000002,1389.565
S3,"sS(s=10,S=30)",42,4933.831,0.301475127142558,1.4,1331.9498,1358.7790000000002
S3,"sS(s=10,S=35)",42,4817.622,0.34131262411655044,1.4,1304.7436,1332.99
S3,"sS(s=10,S=40)",42,4718.962,0.37620279188329775,1.36,1282.6032,1312.161
S3,"sS(s=10,S=45)",42,4632.92,0.4080636924450161,1.34,1262.6014,1292.111
S3,"sS(s=10,S=50)",42,4552.775,0.43809372793259915,1.24,1250.8788,1283.295
S3,"sS(s=10,S=55)",42,4501.25,0.45949916690185055,1.32,1245.5824,1278.803
S3,"sS(s=10,S=60)",42,4433.869000000001,0.48547851975611034,1.3,1229.63,1262.8110000000001
S3,"sS(s=10,S=65)",42,4393.679,0.5048550676824466,1.32,1220.3572,1254.409
S3,"sS(s=10,S=70)",42,4364.377,0.5226335381025013,1.28,1213.4472,1247.834
S3,"sS(s=10,S=75)",42,4338.783,0.5393843176302185,1.22,1210.1188,1246.249
S3,"sS(s=10,S=80)",42,4315.462,0.5571983014748834,1.2,1204.4712000000002,1237.862
S3,"sS(s=10,S=85)",42,4323.631,0.5640005149033848,1.16,1214.7436,1250.449
S3,"sS(s=10,S=90)",42,4309.19,0.5785293977944354,1.1,1199.4080000000001,1230.164
S3,"sS(s=10,S=95)",42,4310.245,0.5858256091511367,1.02,1193.345,1223.365
